REGION,EMISSION,YEAR,VALUE
REGION1,PLWO,2043,1612.8
REGION1,PLWO,2044,1612.8
REGION1,PLWO,2045,1612.8
REGION1,PLWO,2046,1612.8
REGION1,PLWO,2047,1612.8
REGION1,PLWO,2048,1612.8
REGION1,PLWO,2049,1612.8
REGION1,PLWO,2050,1612.8
REGION1,PLWO,2051,1612.8
REGION1,PLWO,2052,1612.8
REGION1,PLWO,2053,1612.8
REGION1,PLWO,2054,1612.8
REGION1,PLWO,2055,1612.8
REGION1,PLWO,2056,1612.8
REGION1,PLWO,2057,1612.8
REGION1,PLWO,2058,1612.8
REGION1,PLWO,2059,1612.8
REGION1,PLWO,2060,1612.8
REGION1,SEWO,2015,5590.8
REGION1,SEWO,2016,5590.8
REGION1,SEWO,2017,5590.8
REGION1,SEWO,2018,5590.8
REGION1,SEWO,2019,5590.8
REGION1,SEWO,2020,5590.8
REGION1,SEWO,2021,5590.8
REGION1,SEWO,2022,5590.8
REGION1,SEWO,2023,5590.8
REGION1,SEWO,2024,5590.8
REGION1,SEWO,2025,5590.8
REGION1,SEWO,2026,5590.8
REGION1,SEWO,2027,5590.8
REGION1,SEWO,2028,5590.8
REGION1,SEWO,2029,5590.8
REGION1,SEWO,2030,5590.8
REGION1,SEWO,2031,5590.8
REGION1,SEWO,2032,5590.8
REGION1,SEWO,2033,5590.8
REGION1,SEWO,2034,5590.8
REGION1,SEWO,2035,5590.8
REGION1,SEWO,2036,5590.8
REGION1,SEWO,2037,5590.8
REGION1,SEWO,2038,5590.8
REGION1,SEWO,2039,5590.8
REGION1,SEWO,2040,5590.8
REGION1,SEWO,2041,5590.8
REGION1,SEWO,2042,5590.8
REGION1,SEWO,2043,5590.8
REGION1,SEWO,2044,5590.8
REGION1,SEWO,2045,5590.8
REGION1,SEWO,2046,5590.8
REGION1,SEWO,2047,5590.8
REGION1,SEWO,2048,5590.8
REGION1,SEWO,2049,5590.8
REGION1,SEWO,2050,5590.8
REGION1,SEWO,2051,5590.8
REGION1,SEWO,2052,5590.8
REGION1,SEWO,2053,5590.8
REGION1,SEWO,2054,5590.8
REGION1,SEWO,2055,5590.8
REGION1,SEWO,2056,5590.8
REGION1,SEWO,2057,5590.8
REGION1,SEWO,2058,5590.8
REGION1,SEWO,2059,5590.8
REGION1,SEWO,2060,5590.8
REGION1,UKWO,2015,15937.2
REGION1,UKWO,2016,15937.2
REGION1,UKWO,2017,15937.2
REGION1,UKWO,2018,15937.2
REGION1,UKWO,2019,15937.2
REGION1,UKWO,2020,15937.2
REGION1,UKWO,2021,15937.2
REGION1,UKWO,2022,15937.2
REGION1,UKWO,2023,15937.2
REGION1,UKWO,2024,15937.2
REGION1,UKWO,2025,15937.2
REGION1,UKWO,2026,15937.2
REGION1,UKWO,2027,15937.2
REGION1,UKWO,2028,15937.2
REGION1,UKWO,2029,15937.2
REGION1,UKWO,2030,15937.2
REGION1,UKWO,2031,15937.2
REGION1,UKWO,2032,15937.2
REGION1,UKWO,2033,15937.2
REGION1,UKWO,2034,15937.2
REGION1,UKWO,2035,15937.2
REGION1,UKWO,2036,15937.2
REGION1,UKWO,2037,15937.2
REGION1,UKWO,2038,15937.2
REGION1,UKWO,2039,15937.2
REGION1,UKWO,2040,15937.2
REGION1,UKWO,2041,15937.2
REGION1,UKWO,2042,15937.2
REGION1,UKWO,2043,15937.2
REGION1,UKWO,2044,15937.2
REGION1,UKWO,2045,15937.2
REGION1,UKWO,2046,15937.2
REGION1,UKWO,2047,15937.2
REGION1,UKWO,2048,15937.2
REGION1,UKWO,2049,15937.2
REGION1,UKWO,2050,15937.2
REGION1,UKWO,2051,15937.2
REGION1,UKWO,2052,15937.2
REGION1,UKWO,2053,15937.2
REGION1,UKWO,2054,15937.2
REGION1,UKWO,2055,15937.2
REGION1,UKWO,2056,15937.2
REGION1,UKWO,2057,15937.2
REGION1,UKWO,2058,15937.2
REGION1,UKWO,2059,15937.2
REGION1,UKWO,2060,15937.2
REGION1,BMIM,2015,142
REGION1,BMIM,2016,142
REGION1,BMIM,2017,142
REGION1,BMIM,2018,142
REGION1,BMIM,2019,142
REGION1,BMIM,2020,142
REGION1,BMIM,2021,153
REGION1,BMIM,2022,164
REGION1,BMIM,2023,175
REGION1,BMIM,2024,186
REGION1,BMIM,2025,197
REGION1,BMIM,2026,208
REGION1,BMIM,2027,219
REGION1,BMIM,2028,230
REGION1,BMIM,2029,241
REGION1,BMIM,2030,252
REGION1,BMIM,2031,263
REGION1,BMIM,2032,274
REGION1,BMIM,2033,285
REGION1,BMIM,2034,296
REGION1,BMIM,2035,307
REGION1,BMIM,2036,318
REGION1,BMIM,2037,329
REGION1,BMIM,2038,340
REGION1,BMIM,2039,351
REGION1,BMIM,2040,362
REGION1,BMIM,2041,373
REGION1,BMIM,2042,384
REGION1,BMIM,2043,395
REGION1,BMIM,2044,406
REGION1,BMIM,2045,417
REGION1,BMIM,2046,428
REGION1,BMIM,2047,439
REGION1,BMIM,2048,450
REGION1,BMIM,2049,461
REGION1,BMIM,2050,472
REGION1,BMIM,2051,472
REGION1,BMIM,2052,472
REGION1,BMIM,2053,472
REGION1,BMIM,2054,472
REGION1,BMIM,2055,472
REGION1,BMIM,2056,472
REGION1,BMIM,2057,472
REGION1,BMIM,2058,472
REGION1,BMIM,2059,472
REGION1,BMIM,2060,472
REGION1,LVSO,2015,0
REGION1,LVSO,2016,0
REGION1,LVSO,2017,0
REGION1,LVSO,2018,0
REGION1,LVSO,2019,0.01
REGION1,LVSO,2020,0.02
REGION1,LVSO,2021,0.02
REGION1,LVSO,2022,0.19
REGION1,LVSO,2023,0.19
REGION1,LVSO,2024,1.65
REGION1,LVSO,2025,3.36
REGION1,LVSO,2026,5.07
REGION1,LVSO,2027,6.78
REGION1,LVSO,2028,8.5
REGION1,LVSO,2029,10.21
REGION1,LVSO,2030,11.92
REGION1,LVSO,2031,13.63
REGION1,LVSO,2032,15.34
REGION1,LVSO,2033,17.05
REGION1,LVSO,2034,18.76
REGION1,LVSO,2035,20.47
REGION1,LVSO,2036,22.18
REGION1,LVSO,2037,23.9
REGION1,LVSO,2038,25.61
REGION1,LVSO,2039,27.32
REGION1,LVSO,2040,29.03
REGION1,LVSO,2041,30.74
REGION1,LVSO,2042,32.45
REGION1,LVSO,2043,34.16
REGION1,LVSO,2044,35.87
REGION1,LVSO,2045,37.58
REGION1,LVSO,2046,39.29
REGION1,LVSO,2047,41.01
REGION1,LVSO,2048,42.72
REGION1,LVSO,2049,44.43
REGION1,LVSO,2050,46.14
REGION1,LVSO,2051,46.14
REGION1,LVSO,2052,46.14
REGION1,LVSO,2053,46.14
REGION1,LVSO,2054,46.14
REGION1,LVSO,2055,46.14
REGION1,LVSO,2056,46.14
REGION1,LVSO,2057,46.14
REGION1,LVSO,2058,46.14
REGION1,LVSO,2059,46.14
REGION1,LVSO,2060,46.14
